Tello: 17:45:05.448:  Info: start video thread
Tello: 17:45:05.448:  Info: send connection request (cmd="conn_req:9617")
Tello: 17:45:05.449:  Info: video receive buffer size = 425984
Tello: 17:45:05.449:  Info: state transit State::disconnected -> State::connecting
Tello: 17:45:05.459:  Info: connected. (port=9617)
Tello: 17:45:05.459:  Info: send_time (cmd=0x46 seq=0x01e4)
Tello: 17:45:05.459:  Info: state transit State::connecting -> State::connected
Tello: 17:45:05.459:  Info: get video stream
Tello: 17:45:05.459:  Info: start video (cmd=0x25 seq=0x01e4)
Tello: 17:45:05.510:  Info: recv: ack: cmd=0x34 seq=0x0000 cc 60 00 27 90 34 00 00 00 00 72 a5
Tello: 17:45:05.510:  Info: recv: ack: cmd=0x20 seq=0x0000 cc 60 00 27 b0 20 00 00 00 00 42 b9
Tello: 17:45:05.511:  Info: recv: ack: cmd=0x34 seq=0x0000 cc 60 00 27 90 34 00 00 00 00 72 a5
Tello: 17:45:05.511:  Info: recv: ack: cmd=0x20 seq=0x0000 cc 60 00 27 b0 20 00 00 00 00 42 b9
Tello: 17:45:08.450:  Info: video data 907066 bytes 442.8KB/sec loss=84
Tello: 17:45:10.451:  Info: video data 752726 bytes 367.4KB/sec
Tello: 17:45:12.452:  Info: video data 754864 bytes 368.4KB/sec
Tello: 17:45:14.456:  Info: video data 747585 bytes 364.4KB/sec
Tello: 17:45:15.653:  Info: set altitude limit 30m
Tello: 17:45:15.655:  Info: takeoff (cmd=0x54 seq=0x01e4)
Tello: 17:45:15.655:  Info: up(val=1)
Tello: 17:45:15.669:  Info: recv: ack: cmd=0x54 seq=0x0000 cc 60 00 27 b0 54 00 00 00 00 a1 81
ALT:  0 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE: 41
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:22.516:  Info: video data 754291 bytes 367.9KB/sec
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:24.518:  Info: video data 752532 bytes 367.1KB/sec
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:26.519:  Info: video data 755571 bytes 368.8KB/sec
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:28.522:  Info: video data 742353 bytes 361.9KB/sec
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:30.547:  Info: video data 761953 bytes 367.4KB/sec loss=26
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:32.551:  Info: video data 750682 bytes 365.9KB/sec
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:34.550:  Info: video data 761822 bytes 372.0KB/sec
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:36.123:  Info: set_yaw(val=-0.38)
Tello: 17:45:36.123:  Info: set_throttle(val=0.71)
Tello: 17:45:36.123:  Info: set_pitch(val=0.60)
2 -188.8354525566101 -142.25549745559692
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
2 -188.8354525566101 -142.25549745559692
Tello: 17:45:36.189:  Info: set_yaw(val=-0.38)
Tello: 17:45:36.189:  Info: set_throttle(val=0.72)
2 -190.393669962883 -144.58034753799438
2 -190.393669962883 -144.58034753799438
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:36.257:  Info: set_yaw(val=-0.38)
Tello: 17:45:36.257:  Info: set_throttle(val=0.73)
2 -188.0993069410324 -145.18405908346176
2 -188.0993069410324 -145.18405908346176
Tello: 17:45:36.328:  Info: set_yaw(val=-0.38)
Tello: 17:45:36.328:  Info: set_throttle(val=0.73)
2 -189.68797838687897 -145.6533477306366
ALT: 12 | SPD:  0 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
2 -189.68797838687897 -145.6533477306366
Tello: 17:45:36.403:  Info: set_yaw(val=-0.38)
Tello: 17:45:36.403:  Info: set_throttle(val=0.73)
2 -188.06248593330383 -145.43217360973358
2 -188.06248593330383 -145.43217360973358
ALT: 12 | SPD: -2 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:36.470:  Info: set_yaw(val=-0.37)
Tello: 17:45:36.470:  Info: set_throttle(val=0.71)
2 -185.21317291259766 -142.77640092372894
2 -185.21317291259766 -142.77640092372894
Tello: 17:45:36.534:  Info: set_yaw(val=-0.43)
Tello: 17:45:36.535:  Info: set_throttle(val=0.70)
2 -213.42205619812012 -139.45016491413116
ALT: 12 | SPD: -3 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:36.556:  Info: video data 740466 bytes 360.7KB/sec
2 -213.42205619812012 -139.45016491413116
2 -213.42205619812012 -139.45016491413116
Tello: 17:45:36.632:  Info: set_yaw(val=-0.47)
Tello: 17:45:36.632:  Info: set_throttle(val=0.77)
2 -235.05970764160156 -154.72340500354767
ALT: 12 | SPD: -4 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:36.668:  Info: set_yaw(val=-0.46)
Tello: 17:45:36.668:  Info: set_throttle(val=0.81)
2 -229.15964269638062 -162.15593349933624
2 -229.15964269638062 -162.15593349933624
Tello: 17:45:36.739:  Info: set_yaw(val=-0.44)
Tello: 17:45:36.739:  Info: set_throttle(val=0.85)
2 -220.67812585830688 -170.53639805316925
ALT: 13 | SPD: -5 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
2 -220.67812585830688 -170.53639805316925
Tello: 17:45:36.802:  Info: set_yaw(val=-0.48)
Tello: 17:45:36.802:  Info: set_throttle(val=0.84)
2 -239.06183671951294 -167.89398634433746
2 -239.06183671951294 -167.89398634433746
ALT: 14 | SPD: -5 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:45:36.866:  Info: set_yaw(val=-0.46)
Tello: 17:45:36.867:  Info: set_throttle(val=0.89)
2 -230.71797037124634 -178.04425966739655
2 -230.71797037124634 -178.04425966739655
Tello: 17:45:36.935:  Info: set_yaw(val=-0.45)
Tello: 17:45:36.935:  Info: set_throttle(val=0.95)
2 -223.24831914901733 -190.8791881799698
ALT: 14 | SPD: -6 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
2 -223.24831914901733 -190.8791881799698
Tello: 17:45:37.006:  Info: set_yaw(val=-0.43)
Tello: 17:45:37.007:  Info: set_throttle(val=0.94)
2 -217.40029621124268 -188.2426174879074
2 -217.40029621124268 -188.2426174879074
ALT: 15 | SPD: -7 | BAT: 45 | WIFI: 90 | CAM:  0 | MODE:  6
2 -217.40029621124268 -188.2426174879074
Tello: 17:45:37.102:  Info: set_yaw(val=-0.43)
Tello: 17:45:37.102:  Info: set_throttle(val=0.98)
2 -213.06556510925293 -195.97115695476532
2 -213.06556510925293 -195.97115695476532
